training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,step
165.0263,0.18450585,0.0018312786,0.028757626,-164.29242,164.29242,4.338767,-65.47783,-165.09766,-189.90244,1.2968559,-2.5569177,118.547775,165.52817,0.19351386,0.0027118125,0.033616733,-164.5211,164.5211,7.3756285,-80.80734,-164.99269,-191.8543,0.001889454174041748,282.5934932231903,55000
165.74512,0.18593705,0.0027360767,0.03978234,-164.73836,164.73836,2.4797435,-87.08016,-165.07846,-190.76642,1.4638753,-2.7511034,99.734825,163.282,0.18074718,0.0022453512,0.029708995,-162.42764,162.42764,4.5906134,-77.288025,-162.93372,-191.94164,0.0018458219528198242,291.82260632514954,60000
164.29146,0.21353559,0.0022581585,0.035375517,-163.40048,163.40048,2.915245,-55.150345,-163.70447,-193.37662,1.1815526,-2.8837485,84.23429,163.97476,0.16153459,0.0015869666,0.025244087,-163.33714,163.33714,3.9478316,-84.8432,-163.64713,-192.42523,0.0018549718379974366,301.0974688529968,65000
163.55148,0.17593916,0.0016549509,0.024988836,-162.87906,162.87906,2.3834648,-81.58188,-163.10896,-194.05354,4.0772095,-2.9206743,72.63605,162.38315,0.15253066,0.0019426112,0.02513652,-161.64783,161.64783,58.718735,-96.69545,-162.2041,-192.50667,0.0018661680221557617,310.42831158638,70000
159.78677,0.1634786,0.0017139603,0.027245982,-159.1091,159.1091,1.7154566,-28.340939,-159.41417,-192.07196,3.2973146,-1.9749237,71.66272,161.11836,0.16322055,0.0027271993,0.035313006,-160.13698,160.13698,9.043123,-55.094685,-160.3937,-188.74155,0.001836351490020752,319.61007285118103,75000
163.92882,0.18028843,0.0022099444,0.034533415,-163.08554,163.08554,2.5828843,-26.45956,-163.35828,-193.09459,2.6071196,-3.7857614,138.70752,163.20575,0.20185037,0.0020383615,0.035808805,-162.3924,162.3924,4.920913,-57.181343,-162.66757,-190.24725,0.0018589699745178224,328.9049255847931,80000
161.85994,0.17361692,0.002215183,0.028327687,-161.02177,161.02177,6.168253,-45.29241,-161.36618,-191.50444,8.096052,-7.7483406,244.26253,159.94038,0.15983199,0.0016984427,0.024017433,-159.27103,159.27103,7.8214736,-70.7771,-159.65633,-192.59546,0.0018399507999420166,338.1046824455261,85000
159.96626,0.14429891,0.0023586873,0.030398762,-159.11436,159.11436,2.2171614,-55.630474,-159.36432,-190.99945,6.5730805,-5.926599,145.57547,159.59131,0.18131514,0.0025935527,0.027830169,-158.63193,158.63193,3.7462354,-77.00271,-158.90062,-188.19391,0.0018415265083312987,347.31231784820557,90000
157.39189,0.19089568,0.003682207,0.024493786,-156.09633,156.09633,3.062868,-36.40502,-156.58597,-193.47256,3.4457192,-1.4027658,115.86501,160.79033,0.1830797,0.0017672576,0.0248388,-160.07707,160.07707,10.092005,-69.78968,-160.51178,-188.23938,0.001834258794784546,356.4836194515228,95000
159.10455,0.17479292,0.0023410965,0.032237884,-158.22743,158.22743,2.1589012,-33.1227,-158.4635,-191.25656,3.4290125,-1.3183098,91.503365,159.32565,0.16070168,0.005419429,0.03619243,-157.53912,157.53912,5.237509,-77.60171,-157.93887,-194.67316,0.0018359669208526611,365.6634569168091,100000
154.90334,0.19484235,0.0015302146,0.027681459,-154.24944,154.24944,2.6450849,-28.23927,-154.72,-194.78125,1.6095355,-1.7564521,82.42511,155.39342,0.14877526,0.0019251051,0.028714046,-154.66711,154.66711,8.712065,-58.05855,-155.19293,-192.41905,0.034040038108825686,535.8636507987976,105000
152.34149,0.14886747,0.0020125245,0.032194138,-151.58887,151.58887,2.9927764,-66.89387,-151.97609,-193.24783,2.446756,-2.4728148,98.35499,157.77931,0.14042738,0.0035236345,0.033786815,-156.58179,156.58179,7.595876,-77.71766,-156.9358,-189.50461,0.0018353670597076417,545.0404891967773,110000
156.8459,0.19447672,0.0028732077,0.03435704,-155.78946,155.78946,3.494053,-65.3912,-156.139,-198.1567,2.8318334,-3.0119438,97.0,155.02324,0.21914554,0.0016764017,0.02604558,-154.30118,154.30118,89.726875,-64.44556,-154.55618,-191.0654,0.0018298799991607667,554.1898925304413,115000
154.31004,0.15509985,0.0020863486,0.036665082,-153.52904,153.52904,2.330237,-71.78066,-153.92934,-195.35704,2.5799656,-2.5410833,88.86591,155.71281,0.15836778,0.0024913289,0.022437984,-154.80705,154.80705,5.0126514,-63.11011,-154.98936,-191.6889,0.0018371517658233643,563.3756544589996,120000
152.29341,0.18194957,0.0024715245,0.033815984,-151.37001,151.37001,4.107416,-45.125023,-152.00835,-195.47989,3.2652447,-3.0758584,106.65292,154.57509,0.18950872,0.0022950133,0.02632578,-153.69708,153.69708,6.313439,-74.21637,-153.9546,-191.42108,0.0018281657218933106,572.5164864063263,125000
153.77177,0.1879519,0.0022205375,0.025183076,-152.91766,152.91766,2.7704954,-33.363758,-153.25562,-198.6907,3.8349023,-4.544806,94.899086,153.59386,0.14327505,0.003253764,0.031886853,-152.47446,152.47446,5.2381287,-86.11433,-152.8028,-188.76463,0.0018352380275726318,581.6926791667938,130000
149.88773,0.15854909,0.0020396002,0.029706284,-149.1173,149.1173,2.7627325,-24.979683,-149.67218,-197.86052,1.420854,-4.0107784,102.11505,153.30344,0.1842007,0.002508654,0.032025613,-152.36664,152.36664,8.437336,-89.73257,-152.62634,-194.4177,0.001864310121536255,591.0142359733582,135000
150.88196,0.17681122,0.0030373621,0.028291155,-149.79395,149.79395,3.1958466,-66.38259,-150.34012,-196.50983,1.8752346,-2.5610633,113.95763,151.95491,0.23667303,0.004563091,0.03788395,-150.3493,150.3493,7.2092147,-78.73105,-150.73138,-187.42384,0.0018679919719696045,600.3541991710663,140000
149.33865,0.1515813,0.0018413902,0.02380818,-148.63466,148.63466,1.9956757,-57.642406,-149.08615,-191.40338,1.2603562,-1.4902946,75.62253,151.2,0.17869972,0.0020060695,0.026647124,-150.41948,150.41948,10.547026,-64.45702,-150.82466,-190.29913,0.0018728468894958496,609.7184367179871,145000
151.50201,0.16681075,0.0037841275,0.025760949,-150.19997,150.19997,2.9835536,-89.20504,-150.73123,-199.09558,3.375591,-2.7707887,140.49265,150.41983,0.16966437,0.0018266389,0.02800616,-149.70218,149.70218,10.4419985,-66.51527,-150.30264,-191.55305,0.001868245553970337,619.0596678256989,150000
151.38196,0.14421962,0.0031841458,0.03603003,-150.2825,150.2825,2.1604905,-51.11149,-150.79477,-198.37752,2.9754148,-2.622033,89.11879,149.82487,0.1754506,0.0020742156,0.03664152,-149.02716,149.02716,6.253107,-68.74031,-149.51297,-189.65654,0.0018696992874145508,628.4081676006317,155000
148.82678,0.18116799,0.0029101428,0.029157624,-147.77257,147.77257,4.6841474,-57.84869,-148.32674,-199.83916,2.3953238,-3.3225496,127.114136,151.26506,0.20854469,0.002671469,0.04029503,-150.25508,150.25508,10.126025,-67.74633,-150.52628,-188.72209,0.00186186261177063,637.717485666275,160000
152.69289,0.19466476,0.003197613,0.028042952,-151.53894,151.53894,3.402218,-53.752136,-152.16286,-204.54176,5.2776484,-2.5437338,129.92188,147.53302,0.20135562,0.0023700309,0.03180367,-146.62065,146.62065,18.227667,-70.65383,-147.61081,-189.42044,0.0018689032554626466,647.0620050430298,165000
148.94392,0.15703923,0.0034654476,0.029922193,-147.74725,147.74725,2.2311733,-27.434752,-148.1846,-201.29514,1.2946049,-2.084425,84.73849,150.38554,0.18055107,0.0020792808,0.026276946,-149.5812,149.5812,5.668324,-89.09337,-150.18188,-194.78122,0.001863300371170044,656.3785099983215,170000
150.80626,0.15446351,0.002267367,0.03042839,-149.97159,149.97159,2.7456875,-21.381807,-150.57204,-200.49931,1.6241493,-2.1851144,111.21994,149.23901,0.2128355,0.001667691,0.03004885,-148.52586,148.52586,7.9029255,-53.39194,-148.9909,-192.33469,0.0018727821350097657,665.7424235343933,175000
150.62067,0.1389638,0.0017640293,0.029555982,-149.9525,149.9525,2.7170284,-45.98027,-150.11821,-196.9772,3.3331165,-3.5567021,93.66763,150.24963,0.19456069,0.0017085953,0.03875583,-149.5425,149.5425,19.14199,-63.7935,-150.20517,-193.08092,0.0018578705787658692,675.031779050827,180000
151.68822,0.13126753,0.0021364968,0.027373347,-150.916,150.916,2.7078285,-53.918064,-151.53412,-200.31181,1.3407335,-2.2110395,102.72972,149.81453,0.17563505,0.0018084211,0.028274644,-149.09637,149.09637,9.19016,-64.7761,-149.48062,-194.94766,0.0018749668598175048,684.4066183567047,185000
150.26357,0.1678609,0.0025988605,0.032178495,-149.31604,149.31604,2.217928,-77.74133,-149.86093,-203.18185,2.3894796,-1.481245,76.10507,147.2645,0.1598927,0.002320474,0.022366762,-146.40846,146.40846,8.121845,-68.34419,-146.57838,-194.42369,0.0018660752296447754,693.7369978427887,190000
151.95203,0.1490102,0.003193871,0.028811187,-150.84485,150.84485,2.0781074,-53.830235,-151.0552,-195.9207,2.1477919,-2.180898,87.03181,148.03252,0.16066931,0.0026966115,0.031910177,-147.06287,147.06287,12.825011,-78.95013,-147.48312,-190.24164,0.001863848066329956,703.0562410354614,195000
151.8219,0.22075091,0.003154043,0.021835882,-150.65494,150.65494,2.9400542,-54.265186,-151.16705,-202.37115,1.7369871,-2.9181561,104.78978,149.0833,0.15898557,0.0028552033,0.02566579,-148.06775,148.06775,6.171007,-82.15186,-148.45763,-188.42815,0.0018683534622192383,712.3980112075806,200000
149.79723,0.16339472,0.0017469897,0.024365893,-149.10974,149.10974,2.703819,-55.4949,-149.54276,-202.6163,2.5987542,-1.6127391,104.08631,149.15733,0.15256111,0.0032312628,0.024708817,-148.0354,148.0354,51.8871,-84.080124,-148.37799,-187.15337,0.03699567651748657,897.3763966560364,205000
150.0015,0.16863327,0.001998636,0.028117955,-149.23328,149.23328,3.6935163,-46.79215,-149.7345,-195.21292,2.8322732,-1.8672718,147.58072,149.63493,0.17508726,0.0016606523,0.028925363,-148.96165,148.96165,12.6436,-100.49861,-149.54608,-191.41219,0.0018556140422821045,906.654470205307,210000
150.25002,0.18757197,0.0044875005,0.022218263,-148.71619,148.71619,2.955131,-35.154285,-149.22708,-202.86574,2.8695784,-2.580665,132.03247,150.65897,0.15215318,0.0035569505,0.024876116,-149.43973,149.43973,7.322814,-84.93115,-149.8629,-191.75204,0.0018453086376190185,915.8810167312622,215000
150.00467,0.17494515,0.0043297596,0.032421302,-148.53079,148.53079,2.2316723,-75.25363,-148.7837,-203.87685,1.9296452,-2.9847937,97.1566,150.11964,0.20135748,0.0014450178,0.034679063,-149.48479,149.48479,9.641327,-99.5834,-150.07162,-189.08893,0.001859441089630127,925.1782250404358,220000
148.29803,0.16885005,0.0015270978,0.022301538,-147.67105,147.67105,2.6372972,-45.6873,-148.0676,-194.73283,1.6567738,-1.9177277,67.840225,150.14122,0.19042246,0.0016506931,0.03160407,-149.4556,149.4556,54.11582,-91.417244,-149.81299,-195.55342,0.0018540204524993896,934.4483301639557,225000
149.03674,0.14390633,0.0019683016,0.02070995,-148.30235,148.30235,2.106609,-83.257515,-148.89122,-196.39743,2.006333,-1.8935082,84.1992,150.56876,0.20548406,0.0028428296,0.021538047,-149.51042,149.51042,11.347654,-83.61944,-150.18207,-192.64536,0.0018609148502349853,943.752907037735,230000
151.78157,0.13514186,0.0013619213,0.028271465,-151.23785,151.23785,2.2178779,-82.241516,-151.64305,-202.00343,2.294497,-2.2194555,82.28992,147.6474,0.15293308,0.0026503366,0.03341491,-146.69937,146.69937,9.660048,-82.49832,-147.18922,-189.74734,0.0018565845012664796,953.0358326435089,235000
150.82317,0.18259235,0.0015999466,0.03057818,-150.16058,150.16058,3.4411385,-30.30616,-150.74594,-201.71739,2.0549824,-2.02057,109.1494,149.29579,0.19895244,0.0023194656,0.03073296,-148.401,148.401,11.798122,-88.725746,-148.8223,-191.45363,0.0018593702793121337,962.3326871395111,240000
149.67877,0.13650794,0.0016958168,0.021988815,-149.03352,149.03352,3.4000568,-58.36409,-149.59167,-201.4289,2.1038265,-2.1718502,119.23732,149.36703,0.19189112,0.0032843282,0.029160574,-148.18985,148.18985,15.515526,-86.03151,-148.5808,-193.03241,0.0018524402141571045,971.5948913097382,245000
149.88937,0.1419544,0.0040751533,0.02423709,-148.52487,148.52487,2.5453176,-43.837463,-149.02292,-199.8061,2.305744,-1.6362184,107.58105,151.20833,0.21386886,0.0021196888,0.036703404,-150.35855,150.35855,10.387367,-70.94604,-150.5039,-191.25816,0.001853584623336792,980.8628170490265,250000
150.22891,0.21071243,0.002037321,0.026827306,-149.407,149.407,2.41968,-83.44067,-149.88803,-203.78712,2.690795,-2.895577,89.42997,148.58138,0.16822219,0.002208919,0.03297471,-147.75047,147.75047,11.639223,-82.18803,-148.52296,-191.11075,0.0018611668109893799,990.1686544418335,255000
150.0248,0.18047558,0.0016539056,0.03080594,-149.34814,149.34814,2.3429053,0.8482417,-149.78409,-201.42899,1.7958539,-1.4517422,70.57121,150.34381,0.19162682,0.0018230233,0.02269177,-149.60527,149.60527,14.520591,-81.59657,-150.04984,-188.63095,0.0018580497264862061,999.458906173706,260000
152.58534,0.20690873,0.002132331,0.025217807,-151.73874,151.73874,2.4471626,-48.580025,-152.09412,-204.00165,4.93633,-2.5142689,88.069786,152.79993,0.16551529,0.0015814642,0.025156563,-152.15997,152.15997,10.114207,-82.87566,-152.63118,-192.94107,0.0018689697265625,1008.8037581443787,265000
152.3313,0.16997829,0.0013838657,0.021285627,-151.74615,151.74615,2.1647263,0.5349021,-152.16916,-204.44272,1.4827603,-1.516368,76.8137,153.80568,0.17796493,0.0016248379,0.03240988,-153.14026,153.14026,9.275246,-86.91322,-153.55109,-195.25952,0.001857280969619751,1018.090166091919,270000
151.23366,0.17483652,0.0017572591,0.030513776,-150.53165,150.53165,2.4864428,-68.96183,-151.078,-199.22945,2.616791,-1.7354532,80.8398,154.14555,0.18659146,0.002553242,0.023665195,-153.193,153.193,15.250647,-89.71582,-153.64236,-192.00888,0.0018665507316589355,1027.4229233264923,275000
155.78793,0.15987271,0.0020609775,0.031401884,-155.00977,155.00977,3.157691,-51.49021,-155.32538,-202.2027,2.241611,-2.3156648,87.648254,150.42262,0.15470259,0.0017780646,0.021494566,-149.7345,149.7345,10.471901,-83.97096,-150.13565,-192.177,0.00185586256980896,1036.70223903656,280000
153.83572,0.19907188,0.00186885,0.024448603,-153.076,153.076,2.0082278,1.1850684,-153.53555,-202.20549,3.0749724,-1.5256101,87.463264,153.77708,0.17899397,0.0020750181,0.024720645,-152.97559,152.97559,11.762812,-89.065735,-153.44028,-192.6859,0.0018633224964141847,1046.0188541412354,285000
152.83368,0.21057177,0.0026714157,0.0234737,-151.82169,151.82169,2.161473,-36.515915,-152.20468,-199.94359,1.2240433,-1.5186155,81.14379,152.89209,0.15528803,0.0017327591,0.019371267,-152.21698,152.21698,11.365686,-83.51508,-152.64673,-197.74567,0.0018579973697662353,1055.308844089508,290000
151.60837,0.16538775,0.0024790687,0.036914397,-150.69926,150.69926,2.774283,-6.683961,-151.14314,-204.34813,2.4588814,-3.0985956,86.711815,152.10571,0.14261876,0.0018578976,0.026317004,-151.40573,151.40573,66.97266,-90.46958,-151.98509,-196.30586,0.0018664459228515625,1064.6410763263702,295000
153.43018,0.16581303,0.0026542027,0.02684098,-152.46811,152.46811,3.1861324,-61.36813,-153.02568,-202.32504,5.5554743,-6.116252,121.65576,153.44452,0.17510884,0.0017423365,0.024329072,-152.7467,152.7467,14.2461195,-82.7921,-153.12683,-197.24854,0.0018675640106201171,1073.978899717331,300000
153.6382,0.14491382,0.00195425,0.0249534,-152.90701,152.90701,2.047566,-52.209824,-153.43817,-201.24889,1.4882567,-2.818294,77.559845,154.19765,0.18885568,0.0019990515,0.027234215,-153.40907,153.40907,13.647942,-90.30092,-153.72821,-198.59206,0.03148348169326782,1231.3963108062744,305000
157.29875,0.17391331,0.00217182,0.029410213,-156.4733,156.4733,2.2197568,-85.2722,-156.81049,-199.75838,3.069889,-0.98210156,77.04141,152.3865,0.1624381,0.0025864532,0.03011083,-151.44814,151.44814,15.524482,-89.81013,-151.83115,-197.22643,0.0017685600280761718,1240.2391142845154,310000
154.29822,0.15728706,0.0033618726,0.036288794,-153.13237,153.13237,2.8860202,-57.606117,-153.76564,-199.01463,2.1280544,-1.6668203,106.134674,154.43665,0.15800515,0.0024277107,0.01999092,-153.55032,153.55032,18.583876,-85.056725,-153.9643,-195.70042,0.00175590181350708,1249.0186307430267,315000
153.04562,0.14724846,0.003477931,0.022873893,-151.855,151.855,2.2565968,-76.54184,-152.18958,-198.89136,1.933879,-2.6617296,78.42827,155.53485,0.20685387,0.0021693765,0.03455102,-154.67719,154.67719,14.098599,-84.49309,-155.13043,-199.64484,0.0017652324199676514,1257.844795703888,320000
155.59918,0.18229489,0.0015536991,0.02234841,-154.95078,154.95078,1.6301919,-16.164406,-155.38898,-201.13399,1.2746621,-1.2049942,60.925285,153.87776,0.16533479,0.0014765915,0.027397767,-153.26945,153.26945,18.583414,-96.349754,-153.79468,-197.12508,0.0017687654495239257,1266.6886296272278,325000
158.85378,0.16959764,0.0018818872,0.028647108,-158.11961,158.11961,1.8715191,-59.409065,-158.42989,-200.83873,2.3535361,-2.4045687,83.52507,152.13756,0.18001507,0.0024943333,0.033044692,-151.20924,151.20924,22.476788,-68.67238,-151.85356,-197.36017,0.0017722851276397705,1275.5500583648682,330000
154.80862,0.15768407,0.0017565851,0.020064762,-154.12396,154.12396,2.1508093,-44.928463,-154.61739,-198.5903,2.2130494,-1.5886357,86.44867,154.8271,0.21258707,0.002699154,0.026229253,-153.80476,153.80476,14.360949,-88.445114,-154.02448,-200.67842,0.0017659894943237305,1284.3800084590912,335000
153.3745,0.15614128,0.004370866,0.030228604,-151.90709,151.90709,2.2060046,1.2171879,-152.34315,-201.6897,2.1002285,-1.3955921,95.49208,154.78426,0.13689733,0.0014208899,0.028100282,-154.22108,154.22108,60.963417,-90.32031,-154.53769,-200.65262,0.001761786937713623,1293.1889464855194,340000
157.87434,0.18242209,0.0030591392,0.028598582,-156.77419,156.77419,2.5802774,-84.31481,-157.25192,-206.74731,2.9036574,-3.1489563,103.185715,154.2998,0.1571319,0.0017340139,0.030036697,-153.62247,153.62247,80.33144,-85.997345,-154.00914,-197.15689,0.0017770766735076904,1302.0743324756622,345000
156.96349,0.16405848,0.0025076214,0.023333138,-156.04713,156.04713,1.9826977,-36.016674,-156.3974,-202.32002,3.5135002,-3.1925297,95.925095,156.5924,0.13712174,0.001504029,0.027513808,-156.00407,156.00407,11.866955,-87.169785,-156.43329,-199.35638,0.0017648816108703613,1310.8987441062927,350000
156.83936,0.16052942,0.004683712,0.025999818,-155.27371,155.27371,3.3146853,-34.733887,-155.97668,-204.79059,1.9739287,-4.4836407,109.12315,154.68152,0.12355771,0.0031218769,0.032159563,-153.6214,153.6214,14.820578,-81.349075,-154.11694,-202.88696,0.0017730394840240477,1319.763944387436,355000
157.89275,0.13780604,0.0017086096,0.02850445,-157.24236,157.24236,1.9348341,-26.799234,-157.62408,-200.39294,1.1374815,-2.2165995,69.83571,155.1758,0.15847294,0.0016617602,0.026421273,-154.5188,154.5188,13.010763,-69.88311,-155.08923,-197.69157,0.001763913345336914,1328.5835139751434,360000
157.00795,0.17817411,0.0013388261,0.024595408,-156.42813,156.42813,1.5853009,-29.213516,-156.81696,-202.81555,1.4489787,-0.8215046,58.741116,155.09567,0.14139335,0.0016337049,0.027157718,-154.46417,154.46417,23.399921,-87.770454,-155.06357,-200.52423,0.0017624239921569824,1337.3956365585327,365000
157.46521,0.17231743,0.001709142,0.022640081,-156.78015,156.78015,2.4306138,1.773952,-157.26288,-203.4377,4.0649967,-3.6229112,92.59375,158.81892,0.18961425,0.004093201,0.024079219,-157.40135,157.40135,14.467713,-83.2862,-157.98894,-200.36966,0.0017749555587768555,1346.2704174518585,370000
157.85272,0.17856723,0.0013224905,0.018647838,-157.2774,157.2774,1.9912581,-7.592448,-157.6513,-201.2702,1.8276126,-1.7489059,58.746933,157.66675,0.16935442,0.0015826247,0.02846079,-157.02261,157.02261,67.39839,-89.977104,-157.40662,-200.08685,0.0017790385246276856,1355.16561293602,375000
156.08871,0.15973218,0.0021064116,0.026384056,-155.29706,155.29706,2.6210938,-82.403564,-155.79004,-201.23062,1.8388726,-1.3500565,88.308014,158.35863,0.16842523,0.0022244002,0.024267355,-157.52289,157.52289,12.416611,-79.13768,-157.88336,-199.72154,0.00176328763961792,1363.9820544719696,380000
157.20723,0.18002355,0.004013702,0.03230585,-155.82309,155.82309,2.4786763,-93.35025,-156.26256,-200.92377,2.3590288,-2.2851365,98.81674,155.28984,0.17054795,0.0024079264,0.0246011,-154.39691,154.39691,11.1017685,-84.3356,-154.79803,-200.74614,0.0017727884769439697,1372.845999956131,385000
158.49007,0.16352823,0.0022925586,0.02396033,-157.63876,157.63876,2.5363407,-80.24138,-157.85817,-201.32896,2.860506,-1.294349,94.11571,155.39343,0.17121036,0.001496302,0.022164982,-154.77333,154.77333,13.483866,-83.03177,-155.12964,-200.82959,0.00176905517578125,1381.6912789344788,390000
157.06587,0.17997459,0.0017572575,0.021437293,-156.35872,156.35872,2.237817,-38.021503,-156.92693,-202.01788,1.9303156,-1.8965819,72.959946,156.53719,0.18103461,0.001763209,0.019621333,-155.8272,155.8272,12.861376,-76.85505,-155.96745,-197.21957,0.0017724277019500732,1390.5534200668335,395000
152.74858,0.14891915,0.0032856732,0.0318087,-151.61395,151.61395,1.8919556,-2.346897,-152.00505,-201.84666,3.982407,-1.670062,85.81595,152.73897,0.19870414,0.0014031436,0.02271852,-152.11932,152.11932,15.870026,-88.39788,-152.65018,-198.16676,0.0017727588176727296,1399.4172167778015,400000
159.27985,0.15515426,0.0016996583,0.024118178,-158.61479,158.61479,2.805071,-95.094124,-158.89764,-199.73781,1.8166364,-2.1217933,111.86058,160.21729,0.14101733,0.0037726057,0.02320963,-158.94449,158.94449,12.384134,-96.45982,-159.28024,-201.42471,0.025323832750320435,1526.0363836288452,405000
156.25478,0.15587576,0.0022442534,0.024633307,-155.42563,155.42563,2.0957665,-0.020788997,-155.79915,-201.30328,3.2516336,-1.808274,88.97515,154.5651,0.14917,0.0023761333,0.023494935,-153.70308,153.70308,114.04346,-73.40325,-154.1428,-197.69096,0.0017685344696044922,1534.879058599472,410000
157.41821,0.12691423,0.002565798,0.025210066,-156.52156,156.52156,1.9192694,-88.45873,-156.74457,-200.52353,2.2758613,-1.6023498,78.21934,157.10217,0.17497337,0.002336694,0.024730336,-156.2262,156.2262,13.273654,-79.08848,-156.58052,-203.5038,0.0017646788120269776,1543.7024557590485,415000
154.37918,0.14498305,0.0032210245,0.026938288,-153.26788,153.26788,2.6212263,-58.321774,-153.76006,-200.62773,2.8507257,-3.8691957,94.86988,154.61798,0.19174407,0.0015972666,0.025994051,-153.94705,153.94705,21.353916,-69.19532,-154.18785,-198.88551,0.001772799015045166,1552.5664539337158,420000
154.2575,0.16986322,0.0019593283,0.026621336,-153.49985,153.49985,1.911145,-30.194954,-154.04575,-201.54227,1.7367476,-1.2072115,69.71731,156.74901,0.18337224,0.0013671285,0.028521512,-156.1555,156.1555,56.31925,-92.83745,-156.58533,-200.97566,0.0017667465209960937,1561.4001891613007,425000
158.64964,0.17742276,0.002054742,0.030713428,-157.8558,157.8558,1.8530521,-77.526306,-158.2358,-201.48299,1.4894419,-1.440296,74.86377,154.57942,0.17068182,0.0047600977,0.030616432,-152.98071,152.98071,19.757805,-94.56468,-153.39087,-199.74484,0.0017693012714385986,1570.2466988563538,430000
154.57753,0.1812857,0.0016939904,0.026328538,-153.88805,153.88805,2.1828556,-11.001297,-154.32352,-201.40881,1.4337728,-1.7873018,73.76728,158.0551,0.1708043,0.0026337686,0.02171516,-157.09416,157.09416,14.084396,-73.26539,-157.12314,-202.75854,0.0017741882801055907,1579.1176438331604,435000
