training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,step
167.13348,0.1590706,0.005143969,0.033654362,-165.43123,165.43123,4.5697913,-7.866746,-167.2724,-288.19003,11.768721,-11.860857,209.87177,164.52507,0.14223921,0.005612482,0.027315876,-162.69908,162.69908,15.547884,-15.826397,-164.22781,-303.48257,0.0017454112052917481,534.1853244304657,100000
159.11656,0.20193036,0.004814986,0.03409913,-157.47014,157.47014,4.957143,0.90105903,-158.99344,-292.86005,3.5182729,-4.184033,157.30527,159.20343,0.20293434,0.0059097502,0.03286732,-157.22757,157.22757,18.968699,4.158848,-158.84903,-305.32684,0.015561342334747314,611.9920392036438,105000
168.48181,0.1818643,0.0072530583,0.035732973,-166.12402,166.12402,5.428597,-14.040252,-167.88538,-305.68005,4.0040193,-2.4197836,162.53818,161.67357,0.16793758,0.0054878443,0.036973663,-159.85928,159.85928,26.291777,1.7367239,-161.62251,-297.54172,0.001739597749710083,620.6900308132172,110000
168.40277,0.16990869,0.0044218474,0.03931491,-166.90631,166.90631,5.255991,2.1724946,-168.18967,-289.08646,5.2561255,-4.5520163,204.63513,151.69498,0.22208214,0.0049161236,0.032019455,-149.99806,149.99806,29.14149,3.5412276,-151.34225,-302.77924,0.0017429154872894287,629.4046111106873,115000
164.17088,0.17384061,0.004736342,0.03812501,-162.57614,162.57614,13.608564,0.3347199,-163.8287,-297.88113,57.776615,-52.764027,937.3011,158.16275,0.16540852,0.004790957,0.028516525,-156.56006,156.56006,20.388865,-22.326685,-157.94086,-299.77878,0.0017426786422729491,638.1180067062378,120000
161.26274,0.17178197,0.0053208205,0.03124795,-159.49472,159.49472,7.4158535,0.72541535,-161.27396,-288.33698,3.5963433,-5.8667808,199.00732,157.28697,0.17458358,0.004916865,0.027866563,-155.63733,155.63733,29.500656,-26.775843,-157.26015,-289.55838,0.0017439825057983399,646.8379216194153,125000
165.19135,0.1709024,0.0056198733,0.028967476,-163.33449,163.33449,5.7424626,-4.112188,-164.87552,-298.1884,4.316427,-4.712135,173.72153,165.25902,0.15883963,0.004927709,0.031248901,-163.62187,163.62187,18.122828,-16.35582,-165.69756,-300.3201,0.0017446619987487792,655.5612342357635,130000
163.33069,0.1351905,0.003968421,0.03145085,-162.00497,162.00497,8.331707,-26.592619,-163.55624,-306.16714,6.7726583,-5.968163,230.88434,163.9337,0.18154384,0.005847192,0.035354514,-161.998,161.998,15.727935,-18.363956,-163.7063,-309.47195,0.001742776918411255,664.2751216888428,135000
174.00725,0.16278052,0.0051716813,0.029286686,-172.29297,172.29297,6.139349,-18.478907,-173.71744,-306.67255,3.266396,-3.5271354,169.38362,167.56439,0.23096232,0.0046848124,0.029955829,-165.928,165.928,19.443655,-0.48032403,-167.67868,-311.74945,0.001743963098526001,672.9949405193329,140000
163.74794,0.16386579,0.00463114,0.032134283,-162.19473,162.19473,6.906681,-35.034805,-164.14716,-309.04248,4.5601025,-5.0784264,255.42303,169.89008,0.17860411,0.00520752,0.027883986,-168.14922,168.14922,13.543974,-0.7367803,-169.4917,-314.2071,0.0017448936462402345,681.7194113731384,145000
165.2997,0.17237021,0.004985901,0.03519082,-163.63156,163.63156,9.622755,-4.3743243,-165.20354,-314.9158,5.953901,-5.9490633,296.68698,160.01398,0.16366914,0.00587706,0.025477573,-158.08719,158.08719,17.022903,4.377789,-159.84003,-297.29233,0.0017438596248626709,690.4387125968933,150000
169.78632,0.1476347,0.0049126246,0.031040778,-168.16489,168.16489,4.6101933,-10.230022,-169.73633,-302.35477,4.441012,-3.5569127,170.23148,162.97269,0.16412337,0.004745156,0.029781112,-161.38501,161.38501,14.781102,-10.407844,-162.70872,-311.00922,0.0017451369285583496,699.1644003391266,155000
162.78549,0.1780119,0.0050906534,0.027062392,-161.08028,161.08028,6.2233343,1.2863889,-162.81311,-312.81924,15.187674,-11.793817,360.22217,166.90071,0.16466148,0.0054167234,0.02825494,-165.11104,165.11104,17.192375,-7.638564,-166.61833,-302.3312,0.0017435302734375,707.8820543289185,160000
165.86852,0.17941928,0.004877921,0.028880274,-164.22572,164.22572,4.0721283,2.0650609,-165.36633,-353.76785,5.4944654,-5.3928013,220.65283,163.69087,0.20931187,0.0064754994,0.036976364,-161.53891,161.53891,14.04879,3.0354686,-163.66074,-292.60886,0.0017405482292175293,716.5847985744476,165000
169.32277,0.16245666,0.0057168687,0.033910226,-167.44525,167.44525,5.8783097,0.03897035,-169.3616,-309.32657,2.3762965,-2.563727,134.82193,155.8282,0.18257289,0.0047724466,0.028470585,-154.2139,154.2139,17.867985,3.8280284,-155.34946,-317.13068,0.0017407604217529297,725.2886033058167,170000
163.48082,0.15959571,0.0052974494,0.03780725,-161.732,161.732,4.387304,-16.664902,-163.19135,-296.7737,2.3010488,-2.592322,140.38382,163.20021,0.20679693,0.0057397727,0.030778563,-161.27148,161.27148,15.965372,-15.812541,-162.86092,-290.26056,0.001745172119140625,734.0144670009613,175000
161.53519,0.1445764,0.0067231366,0.03484487,-159.37367,159.37367,4.071005,-21.293987,-160.86292,-300.2846,4.510612,-2.8922586,158.56357,163.1196,0.16244864,0.004956854,0.03705947,-161.4701,161.4701,17.144571,0.41230223,-163.00993,-298.1207,0.001743099546432495,742.7299678325653,180000
162.53468,0.13018547,0.0061794533,0.032149013,-160.55066,160.55066,3.6732292,-26.95993,-162.15115,-289.45514,1.9902153,-2.4734747,118.73313,164.44344,0.14899369,0.005422506,0.022575352,-162.6677,162.6677,11.064821,-20.189167,-164.25964,-279.41818,0.0017447438716888428,751.4536898136139,185000
163.09058,0.18260919,0.0044926046,0.03973266,-161.56018,161.56018,4.63673,-1.1392529,-163.14488,-300.51776,1.6956799,-2.1703281,124.99451,160.97902,0.15680896,0.0043220636,0.02765355,-159.52559,159.52559,20.514345,-3.2039366,-160.88058,-294.50702,0.0017454525947570802,760.1809556484222,190000
165.42628,0.12930255,0.0044896663,0.02828136,-163.95009,163.95009,4.970014,1.6014853,-165.29144,-307.18726,3.5997634,-3.3797338,136.61868,164.12755,0.14601961,0.0038347344,0.032104578,-162.83112,162.83112,26.47246,-19.454887,-163.38959,-315.03638,0.0017424753189086914,768.8933389186859,195000
163.44745,0.18528354,0.0043087564,0.030946791,-161.96954,161.96954,15.588344,0.8102523,-163.72272,-323.65863,78.887,-77.261856,1070.9565,163.81976,0.17598037,0.005002303,0.033066645,-162.1431,162.1431,26.643608,-33.889423,-163.31818,-290.86465,0.0017411298274993897,777.5989909172058,200000
164.06381,0.15844649,0.0046995236,0.03107017,-162.49551,162.49551,5.55809,5.650023,-164.52281,-294.2818,2.9309502,-3.1776457,164.87184,162.59644,0.16063163,0.0049370932,0.038268317,-160.95468,160.95468,9.540821,1.9262416,-162.57803,-303.81158,0.010795776796340943,831.5778775215149,205000
166.08954,0.1627159,0.0046863887,0.028566152,-164.5209,164.5209,4.105964,0.063840345,-166.04466,-297.57394,6.401531,-10.798273,165.56912,168.75386,0.16617201,0.006129543,0.029427117,-166.74883,166.74883,19.049622,-20.775238,-168.18301,-296.86057,0.0017428555488586425,840.2921583652496,210000
167.20952,0.17903946,0.0043305047,0.02366145,-165.73132,165.73132,4.7200418,-4.4713736,-167.15031,-305.22342,4.444123,-4.1897173,175.94418,160.2207,0.17700979,0.005897006,0.034077108,-158.2746,158.2746,15.507193,4.3069253,-160.31355,-297.26025,0.0017414376735687255,848.9993495941162,215000
155.39592,0.13756919,0.0058281096,0.03353824,-153.50992,153.50992,4.04848,5.149747,-154.87646,-296.44916,4.1542964,-1.4089401,114.43082,160.03877,0.19770521,0.004579364,0.03209417,-158.46725,158.46725,7.684763,-8.683098,-159.8086,-316.9823,0.0017416127681732178,857.7074162960052,220000
158.51695,0.15742376,0.0041480367,0.024874698,-157.11511,157.11511,4.1723146,-11.095071,-158.33835,-316.78458,5.010063,-5.217577,133.92348,161.54277,0.20718978,0.0045393575,0.03525048,-159.97377,159.97377,9.817349,3.2564816,-161.38986,-301.75058,0.00174732666015625,866.444052696228,225000
164.89635,0.17789504,0.005583119,0.037801366,-163.04352,163.04352,4.970168,-47.28323,-164.54791,-322.0126,4.508794,-3.7643554,179.42159,164.72025,0.19361065,0.0056317872,0.026512776,-162.8371,162.8371,11.082728,0.55126375,-164.58134,-300.33868,0.0017635802268981934,875.2619569301605,230000
166.8747,0.15336648,0.0053231353,0.03289357,-165.12439,165.12439,4.3427467,-0.5777004,-166.66441,-294.76672,2.6298547,-3.1306372,128.5762,158.92473,0.15082692,0.0054581175,0.024470277,-157.13646,157.13646,17.757305,2.6540287,-158.33945,-297.1582,0.001774261999130249,884.1332702636719,235000
169.05814,0.18532944,0.0046531353,0.031185552,-167.47687,167.47687,4.6409273,-15.900722,-168.5954,-382.97327,2.0313966,-2.3138409,119.37548,162.95148,0.19210851,0.004844971,0.034551945,-161.30588,161.30588,18.745255,-12.470501,-162.60143,-292.22308,0.0017721096992492677,892.9938218593597,240000
165.94078,0.15350735,0.007316368,0.02607878,-163.59236,163.59236,8.831382,0.28255025,-165.45805,-322.35562,16.887873,-22.602476,496.0639,165.87865,0.15119271,0.007592288,0.025752058,-163.44977,163.44977,18.658943,-33.72541,-164.85739,-317.8637,0.0017738964557647706,901.8633072376251,245000
172.86502,0.14605513,0.0044538225,0.025840936,-171.38281,171.38281,5.561722,-12.9926815,-173.04288,-388.78033,3.1556737,-3.2365663,150.40784,167.60258,0.20478721,0.0049938075,0.034608327,-165.89966,165.89966,15.81385,-1.9000944,-167.62442,-309.15512,0.0017536375999450684,910.631498336792,250000
165.15456,0.19077937,0.004791882,0.028903678,-163.52621,163.52621,4.7520475,-12.375169,-165.18402,-392.78802,1.7238362,-1.2972353,112.53299,165.73099,0.17417829,0.0046385485,0.028071214,-164.16524,164.16524,19.102308,-12.953637,-166.19897,-301.97513,0.0017464582920074462,919.3637928962708,255000
168.7729,0.1821907,0.004300207,0.029805874,-167.30064,167.30064,4.8993325,1.5199566,-168.70355,-312.46298,3.161861,-1.3293915,114.67042,163.50964,0.17761134,0.004772449,0.035182502,-161.9003,161.9003,10.124221,0.021355316,-163.01425,-326.22327,0.0017456933498382569,928.092262506485,260000
162.54295,0.16961555,0.004819151,0.025396952,-160.9276,160.9276,4.623419,-15.932783,-162.1851,-306.14008,3.5256653,-3.6338942,159.69754,163.61415,0.16292118,0.006782131,0.029704714,-161.4166,161.4166,9.664647,4.516403,-162.7332,-306.8807,0.0017591553211212159,936.8880422115326,265000
166.7091,0.17471182,0.0052660857,0.023414388,-164.95457,164.95457,3.4077353,-1.160173,-165.98586,-297.44833,1.6640313,-1.8941903,105.83318,164.79149,0.18726094,0.0039408724,0.032614674,-163.42197,163.42197,10.122596,0.25848097,-164.67426,-300.6615,0.001774039888381958,945.7582442760468,270000
164.55627,0.15367357,0.005117981,0.03066319,-162.8672,162.8672,5.342434,-22.272377,-163.83026,-306.17197,29.625242,-12.7712145,258.69183,170.4543,0.15211222,0.006756898,0.035445206,-168.27512,168.27512,18.484375,-25.489025,-169.49008,-320.33163,0.0017709315299987793,954.6129047870636,275000
161.42313,0.16361836,0.0072973086,0.03879406,-159.07031,159.07031,6.7206936,-21.852106,-160.69658,-311.47644,2.502926,-2.7625651,156.2102,165.16812,0.16448975,0.0063747033,0.04016875,-163.09122,163.09122,31.250114,1.1565043,-165.11237,-301.08148,0.0017722234725952148,963.4740250110626,280000
174.4653,0.1771295,0.0055401037,0.028488023,-172.62614,172.62614,3.7994728,-32.026237,-174.11122,-323.77396,2.0448802,-2.4405093,134.53749,161.92056,0.1752809,0.0045303837,0.02364749,-160.38617,160.38617,25.867813,-3.1986728,-161.91296,-295.22354,0.0017540971755981446,972.2445137500763,285000
167.0539,0.18763046,0.0071475036,0.030205036,-164.72202,164.72202,4.643828,-4.9531207,-166.02684,-288.83853,10.409456,-9.16246,200.98529,165.76701,0.17758639,0.004946381,0.038368043,-164.10551,164.10551,11.631275,4.8981905,-165.62433,-307.8163,0.0017421492099761963,980.9552628993988,290000
165.13867,0.17503075,0.008489832,0.03167891,-162.41669,162.41669,6.342309,-26.864754,-164.30963,-304.84122,6.6201873,-6.2383432,215.01495,161.63489,0.15540679,0.0033910547,0.030025098,-160.46216,160.46216,13.72083,-1.1004527,-161.69519,-305.55396,0.0017699389934539794,989.8049612045288,295000
169.60774,0.15311873,0.006590823,0.030538574,-167.47737,167.47737,3.604977,-41.137848,-168.87263,-304.4294,2.857094,-3.2378192,131.03581,168.12138,0.1928798,0.005152918,0.031414133,-166.38263,166.38263,12.40605,2.1607678,-167.94604,-312.13867,0.0017737645149230956,998.6737868785858,300000
160.94737,0.15685597,0.008835736,0.033310007,-158.1398,158.1398,6.749616,1.522222,-160.11946,-298.42834,4.708111,-5.0559063,193.08485,165.19917,0.18138196,0.0045824386,0.026203249,-163.64307,163.64307,19.81542,-33.94288,-165.28246,-302.41824,0.010064013910293578,1048.9938592910767,305000
157.88622,0.17301099,0.0041742073,0.028424097,-156.46094,156.46094,4.502409,-7.4470115,-158.05685,-297.76227,2.0773497,-1.9512153,124.43646,165.33511,0.16697304,0.0037660243,0.0278313,-164.03833,164.03833,28.677286,3.3130803,-165.53067,-305.4356,0.0017427381992340088,1057.707552433014,310000
163.26837,0.14975528,0.005658286,0.033799794,-161.42113,161.42113,4.289537,-29.975615,-163.17126,-319.5365,3.0497663,-2.7579968,141.66092,164.72588,0.15216383,0.0059908554,0.032731667,-162.77646,162.77646,23.353863,-1.4578351,-164.35889,-300.78485,0.0017421221256256104,1066.4181656837463,315000
170.17545,0.13965164,0.0070158835,0.028718103,-167.93103,167.93103,13.724577,-30.537745,-169.81586,-305.2897,26.372353,-34.475815,482.2765,157.80121,0.20336866,0.0047821254,0.02873008,-156.16321,156.16321,17.51604,2.5568762,-157.61224,-318.26788,0.0017443062782287598,1075.139699935913,320000
165.36957,0.17665906,0.004026139,0.02625737,-163.98506,163.98506,4.7083564,-0.0024353117,-165.71349,-306.9465,3.8019595,-3.11999,131.54404,166.72653,0.18466765,0.005822773,0.026232967,-164.79503,164.79503,10.518389,-0.13913853,-166.38278,-301.47708,0.0018151401996612548,1084.215404033661,325000
162.24652,0.13437691,0.004287723,0.024592781,-160.82582,160.82582,6.0966125,0.87790823,-162.12491,-306.97787,7.8119164,-8.819345,224.7301,168.40958,0.16433173,0.005966616,0.026088236,-166.45526,166.45526,14.406788,-25.669676,-168.49191,-319.4214,0.001787567377090454,1093.1532440185547,330000
162.6374,0.14902847,0.00413312,0.021408487,-161.24844,161.24844,5.2005024,1.3682789,-162.6949,-300.27115,7.959181,-9.271391,216.18484,158.1022,0.17673516,0.005646019,0.033012416,-156.23166,156.23166,14.247303,-22.511549,-157.72307,-306.30872,0.0017853731632232665,1102.080112695694,335000
168.4554,0.17071894,0.0047546774,0.037352484,-166.85828,166.85828,4.878521,1.0515784,-168.01294,-309.7508,3.6550145,-3.7439942,151.4565,165.73491,0.15856075,0.005483365,0.031000918,-163.93134,163.93134,13.2042465,-22.691414,-165.5034,-309.65836,0.0017846807956695557,1111.0035195350647,340000
164.43484,0.18968022,0.0033782762,0.028535252,-163.23169,163.23169,3.5394063,-11.290115,-164.6435,-303.14194,3.7251043,-4.1217422,104.719376,160.1761,0.14820786,0.0040403283,0.033954002,-158.8158,158.8158,21.752922,-1.8808063,-159.91766,-279.613,0.0017839627265930176,1119.9233388900757,345000
172.08136,0.15019944,0.0056076483,0.027887965,-170.24887,170.24887,4.5873265,-1.9590597,-171.671,-297.377,7.556143,-7.1154203,169.59502,165.20688,0.14091635,0.006814161,0.026405592,-163.02171,163.02171,12.213718,-1.381645,-164.87186,-309.37897,0.0017848101615905762,1128.84739279747,350000
176.11884,0.12149861,0.0061156247,0.03350332,-174.16264,174.16264,4.8216805,-9.606255,-175.8702,-315.46893,13.150767,-14.386855,322.64523,168.23587,0.12639837,0.0074527985,0.029043412,-165.87363,165.87363,38.972557,-14.883463,-167.16219,-295.4171,0.0017839881420135498,1137.767341375351,355000
168.23921,0.14623356,0.0061438507,0.025476594,-166.24982,166.24982,4.6629725,3.0053804,-168.06754,-307.38464,2.306871,-3.6831722,133.84093,167.88121,0.17520292,0.004667908,0.036954213,-166.30563,166.30563,18.404001,-0.88881826,-168.23807,-308.2936,0.001784074068069458,1146.6877145767212,360000
176.07219,0.18223813,0.0044192523,0.026946856,-174.56418,174.56418,3.2698138,-0.07835887,-176.18579,-326.62057,2.1679623,-2.1558695,90.10279,164.5028,0.12892579,0.004436475,0.022149092,-163.04294,163.04294,14.0607605,0.66518867,-164.0639,-304.2472,0.0017840500831604004,1155.6079680919647,365000
172.97862,0.17127907,0.0046851076,0.038769465,-171.40181,171.40181,4.594556,-12.472556,-172.65047,-314.30966,1.2534308,-2.459449,116.57858,160.35646,0.18232727,0.006675487,0.03422638,-158.1715,158.1715,38.559223,0.59561014,-159.72025,-316.2272,0.0017832000732421875,1164.5239717960358,370000
166.79207,0.16270295,0.00656473,0.024310425,-164.65994,164.65994,5.3038015,-34.169155,-166.0733,-309.93753,2.713544,-2.8857071,129.33437,166.15833,0.16840303,0.004033179,0.028235389,-164.77997,164.77997,26.490517,1.8904932,-166.58194,-312.59195,0.0017844688415527344,1173.446319103241,375000
171.41815,0.1855073,0.004690571,0.037914917,-169.82547,169.82547,4.552785,-14.407876,-171.56374,-303.4922,3.7582603,-3.4646657,136.50165,168.64757,0.18133768,0.004854106,0.03501584,-167.01,167.01,11.052583,-14.631013,-168.72919,-318.93018,0.001783956480026245,1182.3661046028137,380000
165.26604,0.15978466,0.0036200162,0.024254438,-164.02025,164.02025,4.24447,-10.586291,-164.96596,-300.07227,1.6856374,-1.639055,105.81791,162.47537,0.16703108,0.006260905,0.038668927,-160.43007,160.43007,10.165363,0.79744744,-161.88873,-312.03024,0.0017855910778045655,1191.294063091278,385000
167.26137,0.16541143,0.005977916,0.03157189,-165.30258,165.30258,3.0152485,-15.291793,-166.47195,-331.37506,5.400116,-6.4531097,147.13242,169.63899,0.16008842,0.004975716,0.033732206,-167.98619,167.98619,9.187759,-11.270321,-169.00262,-292.65143,0.0017838591098785401,1200.2133617401123,390000
164.90584,0.17949125,0.005549883,0.025722409,-163.06139,163.06139,4.4156322,0.91175634,-164.58987,-300.24805,3.0089173,-2.1418848,132.08304,171.10706,0.19537768,0.0047985576,0.032616835,-169.4721,169.4721,7.2841864,3.6908674,-171.13997,-299.0396,0.0017845232963562012,1209.1359810829163,395000
172.29652,0.14636567,0.0049644345,0.035977345,-170.66083,170.66083,4.4583197,-25.87614,-171.80635,-409.828,3.204211,-3.2452104,116.323845,165.307,0.1839516,0.0036650938,0.026931873,-164.02353,164.02353,12.025982,-16.832773,-164.56285,-298.7198,0.001782067108154297,1218.0463192462921,400000
167.71257,0.16628303,0.005478834,0.029558158,-165.90263,165.90263,4.5793514,-23.62022,-167.31189,-305.87164,1.5705304,-1.5318934,111.8346,162.22246,0.1473652,0.0040873997,0.025054967,-160.84888,160.84888,18.695805,-12.288737,-162.21579,-303.82242,0.01119291558265686,1274.010900259018,405000
166.64186,0.1336677,0.003647814,0.023493296,-165.41385,165.41385,3.0376966,-25.465673,-166.89984,-305.68613,2.9607553,-2.7398472,119.30322,170.76706,0.14658138,0.004890661,0.02931478,-169.15327,169.15327,19.578455,-33.577583,-170.71393,-306.20764,0.0017851582527160645,1282.9366946220398,410000
167.48335,0.12834889,0.0046748435,0.029379992,-165.95255,165.95255,4.1736283,0.5779841,-167.71735,-304.1414,2.4041986,-2.4420948,113.43273,158.35965,0.1642605,0.004167628,0.029969364,-156.9451,156.9451,10.503541,-0.3433931,-158.8743,-302.19427,0.001785610818862915,1291.864751815796,415000
175.06345,0.14051738,0.005949231,0.02195507,-173.13815,173.13815,4.075183,-9.873131,-174.83878,-347.0648,3.16071,-2.1084905,115.795334,166.30305,0.17253529,0.0052068094,0.028459528,-164.56848,164.56848,17.566586,-17.789219,-166.24023,-299.00897,0.0017852920532226563,1300.7912151813507,420000
173.28224,0.17518976,0.005970987,0.026227904,-171.31575,171.31575,4.1922626,-38.974262,-172.72873,-306.92334,2.7973127,-2.7793496,114.25312,161.85727,0.1709783,0.0071075684,0.04051518,-159.55402,159.55402,13.965076,-4.7747335,-161.37337,-309.0241,0.0017858287811279296,1309.7203621864319,425000
173.4696,0.15629876,0.003870587,0.025152523,-172.15213,172.15213,7.99098,-1.18824,-173.56226,-316.1952,2.991732,-3.250053,143.9974,163.76994,0.17488666,0.0039013505,0.028297583,-162.42465,162.42465,14.366107,2.2192852,-163.98468,-301.0043,0.0017888643264770507,1318.6646869182587,430000
164.18398,0.15565002,0.0036872574,0.02974771,-162.92215,162.92215,5.1751404,0.8666876,-164.61212,-315.08768,2.4842777,-2.5587072,113.27832,162.10034,0.18438399,0.0043803533,0.028815735,-160.60185,160.60185,10.996872,-31.063416,-162.03412,-305.75717,0.0017931684017181396,1327.6305317878723,435000
