training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_flow_loss,validation/actor/distill_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,step
281.48965,0.20270024,0.002499541,0.037133925,-280.53708,280.53708,3.834485,4.623799,-280.49442,-296.257,7.400064,-7.202594,297.49048,284.40167,0.18661246,0.0017251757,0.026228601,-283.6975,283.6975,37.995094,-185.28767,-283.6568,-296.6144,0.0018264012813568116,468.04175543785095,55000
287.2926,0.16440059,0.0013215434,0.029696157,-286.73175,286.73175,4.075189,-120.131386,-286.73715,-299.9714,20.0128,-17.320772,519.63605,284.72983,0.17044996,0.0016828217,0.02302741,-284.05453,284.05453,60.60837,-142.3091,-283.93903,-298.88995,0.0018356542587280274,477.2200343608856,60000
291.79944,0.21085945,0.003424789,0.0326877,-290.56116,290.56116,1.9179716,-182.77232,-290.71194,-302.09097,6.3045745,-7.0793467,227.08124,288.29843,0.18154787,0.0021334726,0.030824382,-287.47684,287.47684,36.846733,-180.7695,-287.791,-303.91202,0.0018390174388885497,486.4151246547699,65000
288.34186,0.17987725,0.003438402,0.030357061,-287.13046,287.13046,7.1056204,-182.29843,-287.23572,-303.77448,8.452589,-6.952386,389.8039,291.30865,0.15410958,0.0020564792,0.029140813,-290.5376,290.5376,39.369724,-188.09764,-290.5252,-303.83463,0.001832475233078003,495.5775034427643,70000
288.4791,0.17627054,0.0031209893,0.040992375,-287.36652,287.36652,6.945513,-163.14273,-287.33002,-305.3401,21.381552,-21.889406,401.62122,289.517,0.15939538,0.0015866824,0.02864339,-288.8816,288.8816,29.494923,-137.34558,-288.87177,-304.34256,0.0018361407279968262,504.75821018218994,75000
287.2638,0.18609722,0.0015304805,0.033021096,-286.61856,286.61856,5.4192424,-149.79077,-286.72922,-304.81012,7.5203457,-7.855628,294.65424,292.12134,0.19312684,0.0026142239,0.031925935,-291.14395,291.14395,50.424477,-170.5304,-291.21802,-305.4097,0.0018398993492126465,513.9577100276947,80000
289.77884,0.16246858,0.0012824675,0.024160916,-289.23163,289.23163,1.316016,-183.27316,-289.22675,-305.44656,2.4893904,-1.796274,88.02614,289.57285,0.17889117,0.0011017831,0.029123148,-289.06342,289.06342,45.116302,-147.06378,-289.15616,-305.38605,0.001835152244567871,523.1334750652313,85000
288.94757,0.13803644,0.0010889635,0.028729593,-288.48285,288.48285,5.8259554,-122.00368,-288.40887,-306.5085,8.440885,-7.849044,304.21686,288.54938,0.17971054,0.0012078498,0.029273838,-288.00732,288.00732,37.21102,-153.18582,-288.1327,-305.77567,0.0018352793693542481,532.3098752498627,90000
289.7639,0.16882984,0.0014979219,0.029213978,-289.1457,289.1457,3.3950708,-163.16177,-289.17938,-305.88492,12.991987,-13.3833685,287.42435,289.70844,0.1906036,0.0012475689,0.027790416,-289.14355,289.14355,26.601412,-147.6891,-289.07294,-305.58908,0.0018481107234954834,541.5504331588745,95000
290.1193,0.17513166,0.0025319874,0.03709127,-289.18457,289.18457,2.289826,-184.63133,-289.54156,-306.14774,3.8327727,-3.8393397,143.09807,290.4655,0.16843604,0.0017290268,0.026405925,-289.77838,289.77838,21.830032,-191.15996,-289.82275,-306.00388,0.001842780590057373,550.7643394470215,100000
290.13812,0.17699638,0.0021083623,0.024136804,-289.3286,289.3286,2.056139,-188.94124,-289.42584,-308.53378,2.7616744,-3.706565,113.490715,289.3206,0.14952469,0.0015250345,0.028652087,-288.71356,288.71356,29.936148,-149.23299,-288.91095,-305.22467,0.07589268450737,930.2277665138245,105000
288.8354,0.16745704,0.0015833591,0.033989716,-288.19293,288.19293,2.0955698,-187.93982,-288.30072,-306.3976,3.7126245,-4.409389,131.79486,289.1308,0.14703622,0.0013006519,0.030097729,-288.59357,288.59357,45.652058,-198.90707,-288.55206,-306.86774,0.0018518681049346924,939.487110376358,110000
288.12015,0.18060191,0.0023646434,0.027684525,-287.23016,287.23016,3.6788414,-148.8848,-287.54633,-305.92566,7.064831,-8.339799,235.28662,291.7235,0.20891002,0.0014033897,0.027364895,-291.0936,291.0936,17.79754,-169.5253,-291.17273,-305.35913,0.0018594814777374267,948.7845213413239,115000
289.9105,0.1774838,0.004267246,0.029475419,-288.45282,288.45282,2.570672,-166.01038,-288.72632,-305.81705,5.5623307,-5.021996,193.53581,285.77167,0.16758619,0.0031297174,0.035294823,-284.66516,284.66516,33.13861,-146.52388,-284.91824,-305.7934,0.0018539230346679687,958.0541400909424,120000
285.57767,0.18021178,0.0012318207,0.03315079,-285.02792,285.02792,2.2996836,-193.59874,-285.34265,-306.14362,1.7849455,-1.7751776,97.45009,287.22925,0.19480677,0.0019585674,0.035469603,-286.44687,286.44687,13.934117,-155.66391,-286.47693,-305.16354,0.0018566894054412842,967.3375906944275,125000
284.25922,0.17387895,0.0025896125,0.028277937,-283.30844,283.30844,2.8934202,-170.42877,-283.51468,-304.77872,2.2854612,-2.0310557,141.32597,287.15323,0.13922048,0.001591475,0.034806702,-286.53656,286.53656,21.8146,-192.36922,-286.8142,-303.7923,0.0018540651321411134,976.607919216156,130000
282.45532,0.1403275,0.0016832851,0.023502523,-281.81,281.81,2.915123,-115.54213,-282.02066,-305.22455,2.025566,-3.3676734,127.95427,284.9086,0.21196635,0.0029638775,0.030278808,-283.80746,283.80746,23.767097,-141.7464,-284.20575,-304.31485,0.0018349067211151124,985.7824563980103,135000
283.53238,0.1685582,0.0010674639,0.025713189,-283.04358,283.04358,2.3453536,-186.42087,-283.14618,-304.06085,2.476224,-1.7907712,103.20548,284.3235,0.20360105,0.0014773817,0.022360388,-283.67667,283.67667,30.032728,-195.32933,-283.771,-304.88635,0.0018243092060089112,994.9040055274963,140000
281.25574,0.15965244,0.0016427514,0.030774046,-280.60327,280.60327,2.3411238,-62.33061,-280.79504,-304.02203,1.8495367,-2.722048,87.73364,283.02277,0.19067173,0.0013609816,0.031022519,-282.4238,282.4238,22.946754,-187.64255,-282.55487,-304.02,0.001841643238067627,1004.112224817276,145000
281.18008,0.18545614,0.0021828234,0.035581563,-280.33978,280.33978,3.9427032,-163.94547,-280.6029,-303.98965,3.6123223,-2.2870803,148.70724,280.54343,0.17007928,0.0020110633,0.020174576,-279.77002,279.77002,17.026514,-197.84883,-280.0327,-303.47412,0.0018668476581573485,1013.4464659690857,150000
276.07318,0.1558918,0.0016110502,0.028403267,-275.43396,275.43396,3.6186912,-183.26288,-275.65063,-304.1557,2.7476006,-4.7614098,141.41211,278.62308,0.12426438,0.0014279374,0.027404217,-278.07043,278.07043,30.935316,-139.89374,-278.2406,-302.26297,0.0018528306484222412,1022.7106218338013,155000
275.1752,0.21039324,0.0013632976,0.03275286,-274.55582,274.55582,3.7744868,-82.44264,-274.72278,-302.4917,2.6800625,-1.8426174,118.42349,277.58032,0.18701783,0.00339269,0.02817975,-276.3755,276.3755,30.769068,-141.85202,-276.63013,-302.1813,0.0018589513301849364,1032.0053815841675,160000
272.12784,0.17410117,0.0014167576,0.03142342,-271.52872,271.52872,8.043556,-80.46937,-271.6747,-302.42096,13.414886,-11.226645,327.46906,277.50745,0.17934929,0.002313826,0.029475445,-276.63394,276.63394,26.578854,-159.94008,-277.19116,-304.0511,0.0019175308227539062,1041.59303855896,165000
273.32645,0.18410413,0.0015445234,0.031439777,-272.679,272.679,3.3935988,-55.649403,-272.90463,-303.9354,2.0254064,-1.8724937,110.33003,274.22382,0.17247207,0.0015777756,0.01967113,-273.578,273.578,20.66961,-152.36044,-273.8022,-301.9026,0.0018407333850860596,1050.7967083454132,170000
272.934,0.13987489,0.0013989046,0.02572751,-272.37445,272.37445,3.569409,-150.81569,-272.5558,-300.71216,7.332074,-8.247997,172.34444,273.87314,0.21881178,0.0022944014,0.026003389,-272.966,272.966,12.561403,-158.38503,-273.12686,-301.821,0.0018350487232208252,1059.971955537796,175000
273.8908,0.13252065,0.0013994443,0.027250027,-273.33844,273.33844,2.1404586,-154.60832,-273.58752,-302.39035,1.0079144,-1.2240183,92.28862,273.4732,0.18079239,0.001648617,0.027429745,-272.79782,272.79782,10.843763,-160.7854,-273.1908,-302.7161,0.0018336108684539796,1069.1400127410889,180000
274.5062,0.14099193,0.002936094,0.029193616,-273.48438,273.48438,7.521937,-103.625244,-273.8027,-301.77127,14.411454,-16.256483,308.84174,272.77716,0.1655139,0.001838354,0.025203317,-272.06015,272.06015,21.003529,-184.50975,-272.4449,-303.107,0.0018521921157836913,1078.4009761810303,185000
271.12253,0.1641929,0.0015960034,0.025150985,-270.47952,270.47952,2.6357944,-148.04886,-270.53442,-302.32324,4.0393496,-2.8916123,145.77744,272.19638,0.16406125,0.0018697672,0.028179595,-271.47137,271.47137,14.257789,-185.35956,-271.85495,-299.51062,0.0018362310886383057,1087.5821347236633,190000
270.08075,0.17221567,0.0016754263,0.028877342,-269.4059,269.4059,2.4105544,-136.3706,-269.75125,-300.4566,2.5519733,-1.3832637,103.95885,272.20056,0.15748675,0.0022230633,0.0264745,-271.37616,271.37616,23.210148,-166.90173,-271.82175,-300.97177,0.0018336140155792236,1096.750207901001,195000
271.42212,0.17961669,0.0030553236,0.024189966,-270.3259,270.3259,2.8523726,-101.207535,-270.70547,-301.82153,2.5447824,-2.5205889,105.426674,272.65256,0.17472327,0.0022391924,0.033559185,-271.8061,271.8061,10.085167,-176.89412,-272.0064,-300.82217,0.0018611329078674316,1106.0558755397797,200000
