training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/binary_accuracy,training/critic/categorical_accuracy,training/critic/contrastive_loss,training/critic/logits,training/critic/logits_neg,training/critic/logits_pos,training/critic/v_max,training/critic/v_mean,training/critic/v_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/bc_loss,validation/actor/mse,validation/actor/q_abs_mean,validation/actor/q_loss,validation/actor/q_mean,validation/actor/std,validation/critic/binary_accuracy,validation/critic/categorical_accuracy,validation/critic/contrastive_loss,validation/critic/logits,validation/critic/logits_neg,validation/critic/logits_pos,validation/critic/v_max,validation/critic/v_mean,validation/critic/v_min,time/epoch_time,time/total_time,step
14.81553,-4.6336203,13.900862,0.015571229,4.7658076,0.9146681,-4.359133,1.0,0.9993658,0.7451172,0.0019851953,-18.485786,-18.503452,-0.41499114,103.5994,3.086033,2.7264346e-07,0.09808942,-0.08408928,0.8322757,14.885078,-4.6373167,13.911949,0.017049516,9.154621,0.9731292,-8.90863,1.0,0.9987173,0.25683594,0.0072643207,-18.457186,-18.470005,-5.3451667,1166.0076,3.0653872,3.455376e-11,0.0037256919860839846,278.18756198883057,55000
14.802064,-4.6319966,13.89599,0.01492171,4.4956427,0.9060732,-4.0733824,1.0,0.99938774,0.7597656,0.0018794839,-19.00418,-19.02247,-0.29185566,114.24858,3.172699,2.044871e-06,0.068352334,-0.11988256,0.84487545,14.903408,-4.641484,13.924451,0.018716455,9.792316,0.97895706,-9.586259,1.0,0.998785,0.2783203,0.0070729773,-18.814392,-18.82769,-5.209939,501.4804,3.9813883,1.9543943e-11,0.003724478483200073,296.80996227264404,60000
14.813694,-4.634434,13.903303,0.015896669,4.648123,0.9103906,-4.2316084,1.0,0.99938774,0.7597656,0.0018955321,-19.028316,-19.046719,-0.20382681,4792.6475,5.8400226,1.3008221e-08,0.036841754,-0.13542262,0.7142521,14.881816,-4.6356936,13.907081,0.016400311,9.724149,0.97473526,-9.478472,1.0,0.9987545,0.27539062,0.007383769,-18.951292,-18.964552,-5.385848,695.9087,4.57503,1.4878368e-12,0.003717877244949341,315.39935660362244,65000
14.799483,-4.6336994,13.901099,0.015602836,4.42274,0.8983839,-3.973319,1.0,0.99942875,0.7685547,0.0018576193,-19.379185,-19.397884,-0.24939594,142.91202,3.5324814,2.1886459e-08,0.072744474,-0.12397608,0.9720399,14.880906,-4.6346283,13.903885,0.015974214,9.982979,0.9770209,-9.75358,1.0,0.9986563,0.22851562,0.008092184,-19.268383,-19.281242,-6.1150002,1110.1262,4.560438,1.7772507e-11,0.003726318311691284,334.03095388412476,70000
14.778677,-4.6332207,13.899662,0.01541126,4.2667265,0.8790145,-3.7505152,1.0,0.9994087,0.75878906,0.0018179896,-19.383884,-19.402586,-0.25220224,213.38889,3.407615,9.2353303e-10,0.1448363,-0.05772987,0.8013014,14.883571,-4.6352477,13.905743,0.016221909,10.063469,0.9778281,-9.840343,1.0,0.99876976,0.25097656,0.00763195,-19.251171,-19.264286,-5.8357315,591.74774,3.3338437,8.595207e-12,0.003712968730926514,352.59580183029175,75000
14.796291,-4.631748,13.895245,0.014822222,4.386446,0.90104705,-3.952395,1.0,0.9993725,0.75390625,0.001854365,-19.60268,-19.62154,-0.30878305,1728.7427,4.2401147,1.4377973e-06,0.11074665,-0.1174785,1.0158378,14.885409,-4.637483,13.912449,0.017116068,10.269699,0.9729608,-9.992016,1.0,0.9987345,0.265625,0.007845528,-19.587725,-19.600912,-6.0973825,1160.6339,4.089578,3.1432527e-11,0.003725576114654541,371.22368693351746,80000
14.748259,-4.6323757,13.897127,0.015073294,4.345148,0.8511315,-3.6982932,1.0,0.9994192,0.765625,0.001780899,-19.853157,-19.872463,-0.10303405,800.78546,4.2764397,7.868398e-08,0.0738273,-0.054252155,0.6129061,14.894236,-4.6377873,13.9133625,0.01723797,10.6623535,0.9808732,-10.458418,1.0,0.9987364,0.24609375,0.00752177,-19.615156,-19.628813,-5.642823,22576.867,18.974056,2.9459029e-12,0.0037265399932861327,389.8563914299011,85000
14.78046,-4.6311827,13.893547,0.014595999,4.384969,0.88691366,-3.88909,1.0,0.999444,0.7919922,0.001662988,-19.721596,-19.74086,-0.013882863,175.92575,3.746889,7.3090973e-07,0.050162975,-0.06654616,0.6348121,14.8948555,-4.6384225,13.915267,0.017491931,10.729042,0.97958875,-10.51005,1.0,0.99874973,0.2578125,0.0079528,-19.824217,-19.837557,-6.1760154,1756.963,5.0836744,1.8182929e-12,0.003721759557723999,408.4651942253113,90000
14.766751,-4.6292534,13.887759,0.013824287,4.3386736,0.8789921,-3.8136609,1.0,0.9994564,0.80078125,0.0016340333,-19.910336,-19.9298,0.0025220998,293.4625,3.9360147,2.2051037e-09,0.03529345,-0.06365757,0.7104304,14.886526,-4.6384478,13.915342,0.017502,10.517007,0.9711833,-10.213943,1.0,0.9987078,0.27929688,0.008019042,-19.93297,-19.946642,-5.946464,3769.8225,11.368637,9.943565e-13,0.0037373822689056395,427.15211057662964,95000
14.782241,-4.6319427,13.895827,0.014899978,4.199058,0.8864133,-3.7221017,1.0,0.9994364,0.8095703,0.0015965445,-19.851974,-19.871498,0.119822845,154.25854,4.375391,1.5700176e-06,0.10341832,-0.05475613,0.7898542,14.902092,-4.6424766,13.927429,0.019113492,10.688293,0.9746631,-10.417485,1.0,0.99866676,0.2265625,0.008275816,-19.964806,-19.978163,-6.3029175,1984.7144,4.8693094,6.696342e-12,0.0037159554958343505,445.7318913936615,100000
14.772221,-4.6350613,13.905185,0.0161476,4.3202543,0.867036,-3.7458167,1.0,0.999424,0.796875,0.0016785465,-20.046694,-20.06628,-0.010173811,159.52806,4.03269,3.0517504e-07,0.06694108,-0.07193534,0.8946016,14.89834,-4.640275,13.920824,0.018232966,10.6981,0.9775157,-10.4575615,1.0,0.99872494,0.25195312,0.008100731,-20.000893,-20.014486,-6.0956445,8728.081,11.814216,2.5698348e-12,0.015516812705993652,523.3159604072571,105000
14.7610855,-4.630329,13.890987,0.01425452,4.358348,0.87009823,-3.7921915,1.0,0.9994364,0.7753906,0.001668271,-19.968159,-19.9878,0.124641225,789.10156,4.8326635,4.473438e-08,0.07471187,-0.13292152,0.81133735,14.882148,-4.6365323,13.909597,0.016735943,10.773498,0.9725508,-10.477775,1.0,0.9986944,0.234375,0.0083270995,-20.182716,-20.196102,-6.4903264,2919.8518,8.008223,1.962911e-12,0.0037194705963134764,541.9133236408234,110000
14.755152,-4.6314774,13.894433,0.014714024,4.359432,0.860719,-3.7522469,1.0,0.99947834,0.8027344,0.0015507315,-20.307882,-20.327892,0.1596218,148.72295,4.4557614,2.053462e-06,0.117356084,-0.113949895,0.85657185,14.898168,-4.638939,13.916817,0.01769857,10.84543,0.98135096,-10.643175,1.0,0.9987793,0.27734375,0.007912078,-20.093288,-20.10687,-6.199374,1413.0378,5.8045864,1.5034531e-11,0.003715649127960205,560.4915771484375,115000
14.72974,-4.632186,13.896559,0.014997407,4.167227,0.8331809,-3.4720545,1.0,0.99943733,0.7998047,0.0016119595,-20.100042,-20.119936,0.2519735,248.3305,4.9719987,5.9039253e-06,0.07997062,-0.08991738,0.78525853,14.910005,-4.644223,13.932669,0.019812215,11.113272,0.9773363,-10.861404,1.0,0.9987421,0.24511719,0.008125845,-20.150894,-20.164497,-6.2344356,5891.0337,11.381992,3.4912687e-11,0.003735419273376465,579.1686794757843,120000
14.740476,-4.6301303,13.89039,0.014175082,4.305898,0.8500849,-3.66038,1.0,0.999465,0.8027344,0.0015650692,-20.1438,-20.163689,0.20217904,154.49431,4.7214756,5.4127053e-08,0.055505093,-0.13273822,0.83565056,14.89349,-4.6408625,13.922586,0.018467903,10.747191,0.97090316,-10.434483,1.0,0.99870586,0.25097656,0.008364043,-20.236996,-20.250555,-6.3657885,934.7032,6.124711,4.2630188e-12,0.0037284777641296385,597.8110721111298,125000
14.721109,-4.629755,13.889267,0.014025131,4.218326,0.8318422,-3.5089824,1.0,0.9994402,0.8017578,0.0016044085,-20.325838,-20.3458,0.094195835,378.9066,4.3880258,3.6928416e-08,0.089058205,-0.070494495,0.7538796,14.919001,-4.6481194,13.944359,0.021370715,10.884098,0.9746416,-10.608095,1.0,0.9987116,0.25,0.008215987,-20.261688,-20.275316,-6.318763,574.2181,4.2661242,6.8851186e-13,0.0037206924438476564,616.4145390987396,130000
14.742202,-4.6329393,13.898817,0.015298578,3.982899,0.8433849,-3.3591175,1.0,0.99944115,0.8046875,0.0015837264,-20.405289,-20.4253,0.066799626,299.06677,4.252195,5.619099e-06,0.082450576,-0.11230536,0.85190475,14.898413,-4.6405993,13.921799,0.018362764,11.030098,0.9766138,-10.772147,1.0,0.99875164,0.25195312,0.008141242,-20.303604,-20.317167,-6.42852,21211.877,15.8380575,1.2327332e-12,0.003729974842071533,635.0644195079803,135000
14.714374,-4.6281395,13.884419,0.013378821,4.058284,0.82995427,-3.3681908,1.0,0.99946976,0.8144531,0.0015156602,-20.405533,-20.425755,0.28042817,284.3014,5.1011415,4.1527574e-06,0.05562094,-0.091873735,0.76887727,14.885022,-4.637835,13.913506,0.017257025,10.910061,0.9715166,-10.599306,1.0,0.9987459,0.25683594,0.008214579,-20.44022,-20.454082,-6.256223,1711.5409,8.853472,2.0958435e-11,0.0037373581886291506,653.751214504242,140000
14.74408,-4.6312246,13.893673,0.014612669,4.383396,0.8504063,-3.7276683,1.0,0.9994526,0.80371094,0.001590814,-20.480705,-20.500927,0.20881069,182.6943,4.7341166,2.0626165e-09,0.112451784,-0.067037456,0.8563354,14.899371,-4.64126,13.92378,0.018627062,11.256058,0.97559035,-10.981302,1.0,0.99871826,0.24902344,0.008270894,-20.458946,-20.472822,-6.2626176,5797.323,11.084127,5.557321e-12,0.0037577330112457275,672.5398833751678,145000
14.726537,-4.6298175,13.889452,0.014049822,4.211963,0.83708453,-3.5257702,1.0,0.9994879,0.82421875,0.0014716343,-20.65498,-20.675499,0.33599812,220.92355,4.9783716,3.4125576e-09,0.08614958,-0.040429622,0.7257908,14.930039,-4.6519556,13.955867,0.022905229,11.269335,0.97417235,-10.978275,1.0,0.99873066,0.26660156,0.00816133,-20.596449,-20.610586,-6.132431,3228.999,8.975054,4.1815613e-12,0.00371536922454834,691.1167328357697,150000
14.698942,-4.6272035,13.88161,0.013004345,4.109579,0.8173319,-3.358891,1.0,0.9994974,0.82128906,0.0014484492,-20.567211,-20.587725,0.4180892,603.07837,5.6038485,2.4425788e-05,0.20504326,-0.051325954,1.0426143,14.891304,-4.6397815,13.919344,0.01803556,11.0179205,0.9719602,-10.708981,1.0,0.9987211,0.2548828,0.008432736,-20.572994,-20.586685,-6.5652018,3333.3608,8.421093,3.7139827e-12,0.003780354881286621,710.0185112953186,155000
14.714449,-4.6321955,13.896585,0.015001115,3.8946762,0.8178632,-3.1853132,1.0,0.9994793,0.8183594,0.0015064129,-20.540966,-20.561396,0.3621226,227.93164,4.9870057,8.715489e-08,0.041484654,-0.13667858,0.9894321,14.902506,-4.6410484,13.923145,0.01854237,11.186991,0.9793601,-10.956093,1.0,0.9987669,0.2861328,0.008161604,-20.520302,-20.534225,-6.27997,7065.351,17.074928,3.2145995e-13,0.003724736213684082,728.642196893692,160000
14.7022085,-4.6273584,13.882076,0.013066373,3.9401054,0.8201323,-3.2314086,1.0,0.999526,0.84277344,0.0013825021,-20.744799,-20.76545,0.38018525,181.83502,4.6817493,1.8294784e-07,0.09338812,-0.09464531,0.98450994,14.914985,-4.6455107,13.936531,0.020327175,11.067999,0.978454,-10.829529,1.0,0.99869347,0.24511719,0.008557074,-20.74805,-20.761766,-6.7177277,6383.8833,9.211929,5.8306105e-13,0.0037420970916748047,747.3526885509491,165000
14.715451,-4.6284885,13.885466,0.013518455,4.0322433,0.8299854,-3.3467035,1.0,0.9995346,0.8154297,0.0014203301,-20.758423,-20.77907,0.36470985,392.51706,5.272024,3.0682292e-09,0.08998814,-0.073367834,0.85940045,14.937101,-4.654372,13.963117,0.023871819,11.371919,0.9739852,-11.076081,1.0,0.9987631,0.2783203,0.008237224,-20.791126,-20.80528,-6.3107605,5556.6743,9.806514,4.5864363e-12,0.0037190937995910645,765.9481625556946,170000
14.6984,-4.6284275,13.8852825,0.013494069,3.924564,0.8131166,-3.1911287,1.0,0.9994602,0.8017578,0.0015151158,-20.601284,-20.62175,0.33646482,305.7541,5.244855,2.6680866e-07,0.11996493,-0.06812869,0.84786856,14.897754,-4.641612,13.924837,0.018767899,11.461693,0.9729169,-11.151276,1.0,0.99874115,0.2607422,0.008283928,-20.711044,-20.725012,-6.4234343,2811.145,7.9946194,1.4069544e-14,0.003733849668502808,784.6174149513245,175000
14.731951,-4.629294,13.887882,0.013840524,4.2021112,0.8440687,-3.5468712,1.0,0.99946594,0.81152344,0.0014960729,-20.702656,-20.723156,0.2670229,179.56537,4.6981034,3.9643996e-06,0.08789037,-0.117411144,0.98198545,14.947423,-4.6569934,13.97098,0.0249202,10.689275,0.9764429,-10.437467,1.0,0.9987316,0.24414062,0.0083556315,-20.814575,-20.828594,-6.4730687,1227.7878,6.200774,1.3607998e-12,0.003722558641433716,803.2302114963531,180000
14.739195,-4.6289973,13.886991,0.013721724,4.3566914,0.8522041,-3.712791,1.0,0.9994936,0.8183594,0.0014563326,-20.836807,-20.857538,0.37037078,236.41406,5.189439,1.0285282e-09,0.05430614,-0.07613313,0.79881525,14.904066,-4.640694,13.922084,0.018400764,11.290573,0.9819819,-11.087139,1.0,0.9988022,0.26953125,0.008095499,-20.83458,-20.848703,-6.38731,4253.1304,10.008469,5.4075223e-13,0.0037375892162323,821.9181611537933,185000
14.687421,-4.624881,13.874643,0.012075442,3.9272437,0.8127774,-3.1919756,1.0,0.99950314,0.8232422,0.0014280813,-20.92728,-20.948143,0.4147557,290.16678,5.6489134,3.3890004e-08,0.063672274,-0.055667296,0.6942749,14.924416,-4.6500006,13.950003,0.022123247,11.2554455,0.97441334,-10.967457,1.0,0.9986992,0.2421875,0.008623784,-20.786705,-20.800522,-6.654825,821.9256,5.613391,8.687692e-15,0.0037420419692993164,840.6283750534058,190000
14.699655,-4.627963,13.88389,0.013308165,3.9238148,0.8157647,-3.2009106,1.0,0.99948025,0.8232422,0.0014343051,-20.945898,-20.966894,0.5317675,892.2076,5.8796988,6.092039e-06,0.10252649,-0.08062303,0.9459818,14.955619,-4.662105,13.986315,0.026964968,11.057749,0.96930426,-10.718324,1.0,0.9987154,0.23339844,0.008879711,-21.036148,-21.04993,-6.935084,8357.554,10.665851,2.232034e-12,0.003732566690444946,859.2912137508392,195000
14.712163,-4.627715,13.883147,0.013209215,4.1682053,0.82901555,-3.4555078,1.0,0.9995136,0.8222656,0.0014799114,-21.134396,-21.155396,0.3471264,350.75076,4.9287033,3.2531762e-12,0.06756596,-0.079788946,0.79162776,14.909924,-4.6427727,13.928318,0.019232085,11.783861,0.9816054,-11.567102,1.0,0.9987507,0.24804688,0.008593792,-20.931376,-20.94509,-6.903543,2825.1042,8.183671,1.22235045e-14,0.0037361448764801027,877.9719429016113,200000
14.685016,-4.6263876,13.879164,0.012678056,3.833261,0.80585235,-3.0890431,1.0,0.99953175,0.8417969,0.001392452,-20.970295,-20.991302,0.5195255,406.19897,5.795246,6.704423e-07,0.04629979,-0.07842258,0.8542094,14.909052,-4.6433697,13.930109,0.019470822,11.692373,0.97894263,-11.446164,1.0,0.9987354,0.25097656,0.008573824,-21.01193,-21.025824,-6.800382,827.408,5.3768406,9.17618e-13,0.016990149831771852,962.9226949214935,205000
14.690805,-4.628863,13.886589,0.013668075,3.8828123,0.8042164,-3.122622,1.0,0.9995165,0.8515625,0.0013558927,-21.18945,-21.210598,0.4470697,179.40482,5.020189,1.4687757e-07,0.049589954,-0.1646089,0.9632527,14.93356,-4.6503754,13.951126,0.022273216,11.78799,0.9824347,-11.580931,1.0,0.9987993,0.25683594,0.008422461,-21.073704,-21.087698,-6.7563877,6749.6216,8.795448,6.476628e-12,0.003712033128738403,981.4828677177429,210000
14.682125,-4.6267624,13.880286,0.012827759,4.075445,0.8018386,-3.26785,1.0,0.99953365,0.828125,0.001372938,-21.092983,-21.114107,0.5156361,1678.6433,6.7373238,1.5060788e-08,0.087958276,-0.066118985,0.73911124,14.940028,-4.6547527,13.964257,0.024023881,11.680603,0.97577095,-11.3975935,1.0,0.9987459,0.25195312,0.008834062,-21.191383,-21.20526,-6.997708,1907.45,5.189169,6.118728e-14,0.0037267536640167237,1000.116641998291,215000
14.676132,-4.6257763,13.877331,0.01243364,3.8982577,0.79880154,-3.113935,1.0,0.9995136,0.8466797,0.0013569703,-21.104584,-21.125637,0.43484104,695.74475,5.623679,4.778072e-08,0.17581677,-0.10394859,0.88354003,14.921521,-4.6462445,13.938734,0.020620832,11.44639,0.98278755,-11.249371,1.0,0.9987526,0.24707031,0.008471621,-21.108463,-21.12251,-6.738411,742.4056,4.170658,1.0963529e-12,0.003722386312484741,1018.7285776138306,220000
14.700276,-4.628976,13.886929,0.013713339,4.082485,0.81334746,-3.3204799,1.0,0.9995041,0.83691406,0.0014105912,-21.140333,-21.161503,0.51443386,729.167,6.2236114,1.4445869e-06,0.08043791,-0.10900889,0.96851635,14.8973055,-4.6406617,13.921986,0.018387686,11.509048,0.9753199,-11.225005,1.0,0.9987612,0.2607422,0.008460523,-21.200481,-21.214785,-6.568262,5410.9863,13.011083,2.017823e-14,0.0037104950428009033,1037.2810566425323,225000
14.712914,-4.6303816,13.891144,0.014275551,4.147223,0.8217707,-3.4080672,1.0,0.99948215,0.82128906,0.0014786399,-21.186136,-21.207237,0.4001369,197.15758,5.425863,2.4309035e-09,0.18812504,-0.12283892,1.0728383,14.917365,-4.6470995,13.941298,0.02096265,11.203158,0.9760672,-10.935036,1.0,0.9987221,0.24609375,0.008807028,-21.345531,-21.359587,-6.96639,993.36273,5.266091,9.9583644e-14,0.003718987989425659,1055.8760035037994,230000
14.6708975,-4.6248274,13.874481,0.012053768,3.9195457,0.796416,-3.1215897,1.0,0.99951744,0.85253906,0.0013686614,-21.274765,-21.295994,0.4431797,809.7213,5.524981,1.6836385e-09,0.036682338,-0.075498104,0.8607189,14.941891,-4.654908,13.9647255,0.024086326,11.473585,0.9771654,-11.211592,1.0,0.99870014,0.25878906,0.008797842,-21.206066,-21.219954,-6.999616,628.51373,4.7450414,2.8171241e-12,0.0037065053939819336,1074.4085359573364,235000
14.684984,-4.625839,13.877519,0.012458785,4.089506,0.80746573,-3.302137,1.0,0.9995117,0.8222656,0.0013052882,-21.26357,-21.284906,0.563931,409.50922,5.6737413,1.3802268e-05,0.09424391,-0.11927957,0.9290285,14.923463,-4.6491094,13.947329,0.02176688,11.969536,0.9761341,-11.683873,1.0,0.9986954,0.23925781,0.008781879,-21.10157,-21.115473,-6.8773565,15834.852,15.473494,3.3482253e-13,0.003718141984939575,1092.9992501735687,240000
14.683467,-4.629772,13.889317,0.014031856,3.7944765,0.79415,-3.0133843,1.0,0.9995041,0.83203125,0.001420007,-21.130238,-21.151402,0.5207285,236.6579,6.1091604,1.6443636e-06,0.11651642,-0.08569725,0.99162143,14.972848,-4.6664796,13.999439,0.028714795,11.408453,0.9734088,-11.105089,1.0,0.99877167,0.25683594,0.008529337,-21.175533,-21.189692,-6.692724,10740.423,17.252743,3.563659e-12,0.0037183601379394532,1111.591055393219,245000
14.704201,-4.6250763,13.875229,0.012153446,4.0257215,0.82897156,-3.3372095,1.0,0.9995184,0.8457031,0.0013309346,-21.2252,-21.24644,0.5043475,352.79147,5.0965466,3.7471753e-05,0.071914256,-0.04721161,0.7159194,14.933474,-4.6521263,13.956379,0.022973418,11.680971,0.9770949,-11.413418,1.0,0.9987745,0.24707031,0.008354589,-21.281187,-21.295538,-6.5989866,1330.3423,5.1587005,1.6786016e-12,0.0037064269065856933,1130.1231937408447,250000
14.70706,-4.624471,13.873413,0.011911391,3.8702793,0.8336464,-3.2264452,1.0,0.9994898,0.8457031,0.0013827367,-21.399681,-21.421005,0.4144348,133.74475,4.928563,1.2334148e-07,0.10394069,-0.0457274,0.81135404,14.914365,-4.64657,13.939711,0.02075103,11.402405,0.9746541,-11.113401,1.0,0.9987526,0.23828125,0.008667519,-21.27283,-21.28679,-6.990303,854.9071,4.696478,1.7518867e-12,0.003727634382247925,1148.7613687515259,255000
14.675154,-4.627923,13.883768,0.013291982,3.725752,0.79138607,-2.9485092,1.0,0.9995041,0.8310547,0.0013596554,-21.369991,-21.391386,0.5155563,206.15327,5.2867737,1.6956004e-06,0.09389311,-0.08809151,0.8551125,14.891101,-4.6378145,13.9134445,0.0172489,11.853624,0.9776566,-11.588776,1.0,0.9987478,0.26464844,0.008615166,-21.388895,-21.403114,-6.840842,8611.6,15.157793,2.0260666e-12,0.0037022765159606934,1167.2727541923523,260000
14.67517,-4.6255774,13.876734,0.012353996,4.0128884,0.7984366,-3.204038,1.0,0.9995413,0.8564453,0.0012958876,-21.438166,-21.459703,0.59474885,180.77,5.148247,1.4064845e-07,0.06287482,-0.08540266,0.85232884,14.961238,-4.661003,13.983008,0.026524097,11.845802,0.9782293,-11.587912,1.0,0.9987278,0.24707031,0.008666257,-21.40054,-21.414759,-6.8539057,6498.003,9.168761,1.561884e-14,0.003632366418838501,1185.4345889091492,265000
14.687944,-4.628604,13.885813,0.013564663,3.8416834,0.8021318,-3.0815372,1.0,0.99952316,0.83691406,0.0013507409,-21.411613,-21.433064,0.53567094,585.371,6.010666,1.8237314e-09,0.062194847,-0.1482693,1.018718,14.927099,-4.6492815,13.9478445,0.021835532,11.988066,0.97925425,-11.739365,1.0,0.99875546,0.2861328,0.008280449,-21.39002,-21.40479,-6.280695,5922.071,10.085399,4.1128784e-12,0.00363953595161438,1203.6322729587555,270000
